,Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment
209,210,S Corporation (S-Corp),US,"Bakersfield, CA",713940,100,0,0,0,0,695,167,738000,928000,902000,10.11,202089,373396,230399,299091,436873,290302,1.48,1.17,1.26,4,16,14,True,537000,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True
210,211,Sole Proprietorship,US,"Naperville, IL",325620,56,44,0,0,0,399,167,209000,265000,1458000,4.76,215111,51395,135060,206506,79148,109398,0.96,1.54,0.81,18,6,5,False,3708000,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False
211,212,LLC,US,"Seattle, WA",522130,100,0,0,0,0,722,116,1418000,783000,641000,4.63,380357,244782,86237,361339,347590,59503,0.95,1.42,0.69,9,15,5,False,1895000,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True
212,213,S Corporation (S-Corp),US,"Killeen, TX",621210,100,0,0,0,0,736,156,682000,364000,1399000,6.06,395342,169476,390693,470456,250824,488366,1.19,1.48,1.25,14,7,5,False,3305000,False,True,True,True,True,False,False,True,True,False,False,False,False,False,True
213,214,LLC,US,"Hialeah, FL",812910,100,0,0,0,0,729,102,1471000,198000,672000,11.7,202227,92429,304234,240650,164523,435054,1.19,1.78,1.43,10,13,3,True,2721000,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
214,215,Sole Proprietorship,US,"Sacramento, CA",931400,100,0,0,0,0,779,145,165000,1222000,591000,3.45,85483,382123,147455,97450,657251,150404,1.14,1.72,1.02,5,20,13,False,2309000,False,True,True,False,True,False,True,False,False,False,False,True,True,False,True
215,216,LLC,US,"Paterson, NJ",921190,54,46,0,0,0,350,139,670000,1451000,217000,12.53,247539,216415,112204,438144,164475,146987,1.77,0.76,1.31,12,4,2,False,2911000,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False
216,217,LLC,US,"Savannah, GA",621210,100,0,0,0,0,718,154,312000,1093000,1311000,9.74,63055,88121,235437,118543,103982,348446,1.88,1.18,1.48,17,3,4,True,2541000,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False
217,218,Sole Proprietorship,US,"Carrollton, TX",928110,100,0,0,0,0,646,114,320000,1015000,876000,5.11,108767,313240,103733,192517,303842,128628,1.77,0.97,1.24,12,19,0,False,1479000,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False
218,219,S Corporation (S-Corp),US,"Sunnyvale, CA",561720,51,49,0,0,0,681,115,1147000,809000,457000,9.4,141974,479670,126831,129196,551620,200392,0.91,1.15,1.58,20,12,14,False,882000,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True
219,220,Sole Proprietorship,US,"New Orleans, LA",811111,100,0,0,0,0,828,177,1423000,357000,448000,8.67,52941,61612,84676,92646,84408,65200,1.75,1.37,0.77,4,14,1,True,4660000,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True
220,221,LLC,US,"Baton Rouge, LA",926120,100,0,0,0,0,777,131,925000,219000,688000,9.95,320651,156609,244426,448911,189496,249314,1.4,1.21,1.02,13,15,7,False,1680000,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True
221,222,LLC,US,"Denton, TX",442110,55,24,21,0,0,773,149,635000,1083000,671000,7.19,180840,432762,319954,173606,527969,361548,0.96,1.22,1.13,5,6,3,True,2652000,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
222,223,Sole Proprietorship,US,"Tulsa, OK",922160,100,0,0,0,0,624,166,155000,332000,771000,5.42,63880,194430,490578,90709,186652,564164,1.42,0.96,1.15,3,11,13,True,803000,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False
223,224,Sole Proprietorship,US,"Oklahoma City, OK",811192,40,32,28,0,0,787,143,773000,657000,853000,6.38,249922,195627,95350,397375,238664,161141,1.59,1.22,1.69,2,0,13,False,4953000,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False
224,225,Sole Proprietorship,US,"Rockford, IL",925110,100,0,0,0,0,702,125,1403000,393000,905000,3.17,307704,297685,99711,440016,279823,146575,1.43,0.94,1.47,2,14,11,False,2653000,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False
225,226,S Corporation (S-Corp),US,"Chesapeake, VA",928130,100,0,0,0,0,693,200,1468000,1310000,689000,3.36,344470,55770,310296,406474,65808,406487,1.18,1.18,1.31,6,20,0,True,3493000,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False
226,227,S Corporation (S-Corp),US,"Salt Lake City, UT",931160,100,0,0,0,0,743,184,1394000,200000,711000,12.42,350489,124838,93563,378528,147308,127245,1.08,1.18,1.36,6,2,11,False,457000,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False
227,228,S Corporation (S-Corp),US,"North Las Vegas, NV",931430,100,0,0,0,0,696,148,363000,1122000,879000,1.54,127805,120696,302775,177648,123109,339108,1.39,1.02,1.12,15,3,4,False,2706000,False,True,True,True,False,True,False,True,False,False,True,True,True,True,True
228,229,Sole Proprietorship,US,"Des Moines, IA",561740,33,23,22,22,0,843,144,402000,1096000,685000,6.43,191662,215547,227017,222327,269433,270150,1.16,1.25,1.19,11,9,3,False,1148000,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True
229,230,LLC,US,"Minneapolis, MN",484110,100,0,0,0,0,677,183,487000,324000,171000,2.87,172315,82048,96227,215393,93534,102962,1.25,1.14,1.07,12,15,13,True,2639000,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True
230,231,Sole Proprietorship,US,"Palmdale, CA",531110,100,0,0,0,0,684,163,576000,488000,383000,6.45,496787,271602,89735,163939,445427,126526,0.33,1.64,1.41,6,9,9,True,4412000,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False
231,232,LLC,US,"Indianapolis, IN",611110,100,0,0,0,0,692,102,893000,1466000,1053000,7.1,161257,403772,478815,146743,496639,622459,0.91,1.23,1.3,10,15,14,False,2983000,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False
232,233,LLC,US,"McAllen, TX",441110,100,0,0,0,0,591,160,859000,921000,690000,10.43,51211,410936,62434,66062,583529,53068,1.29,1.42,0.85,12,19,13,False,761000,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False
233,234,Sole Proprietorship,US,"Dallas, TX",621310,100,0,0,0,0,779,132,266000,448000,1271000,12.97,119783,149161,410877,128167,143194,328701,1.07,0.96,0.8,12,1,9,False,2945000,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True
234,235,S Corporation (S-Corp),US,"Des Moines, IA",624120,100,0,0,0,0,775,142,616000,699000,1023000,0.88,51979,118690,54560,61335,148362,81294,1.18,1.25,1.49,0,2,9,True,3949000,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True
235,236,Sole Proprietorship,US,"Miramar, FL",929120,100,0,0,0,0,791,165,318000,879000,1193000,4.22,214266,410623,259071,269975,566659,269433,1.26,1.38,1.04,13,1,4,False,2892000,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False
236,237,LLC,US,"Irvine, CA",812112,100,0,0,0,0,791,104,593000,411000,1491000,4.52,399040,127653,145127,566636,160842,194470,1.42,1.26,1.34,18,0,3,False,4744000,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True
237,238,Sole Proprietorship,US,"Denver, CO",511110,100,0,0,0,0,819,142,1072000,1046000,602000,14.51,276740,96446,65917,345925,132131,113377,1.25,1.37,1.72,7,18,2,True,4615000,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True
238,239,Sole Proprietorship,US,"Aurora, CO",931250,65,35,0,0,0,726,137,619000,909000,1237000,13.02,87355,236590,403708,100458,288639,294706,1.15,1.22,0.73,6,11,9,False,1120000,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False
239,240,S Corporation (S-Corp),US,"Garden Grove, CA",931400,100,0,0,0,0,791,170,965000,445000,429000,11.07,382815,57748,193887,578050,39268,333485,1.51,0.68,1.72,20,0,15,False,4010000,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
240,241,Sole Proprietorship,US,"Frisco, TX",931440,100,0,0,0,0,805,131,1077000,879000,1208000,0.38,403053,370202,352999,640854,603429,610688,1.59,1.63,1.73,15,12,15,False,4770000,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False
241,242,Sole Proprietorship,US,"Oceanside, CA",931130,100,0,0,0,0,752,121,865000,160000,1136000,2.02,82971,95453,278563,43974,91634,261849,0.53,0.96,0.94,12,2,14,False,2924000,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True
242,243,Sole Proprietorship,US,"Seattle, WA",931170,100,0,0,0,0,632,179,1235000,850000,656000,14.5,74042,439788,157567,114024,545337,237926,1.54,1.24,1.51,2,9,10,False,1503000,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True
243,244,Sole Proprietorship,US,"Santa Ana, CA",541211,29,26,25,20,0,712,100,1083000,740000,1161000,2.35,52735,232980,234912,64864,277246,202024,1.23,1.19,0.86,0,1,3,True,1629000,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True
244,245,Sole Proprietorship,US,"Mesa, AZ",931120,100,0,0,0,0,735,146,218000,466000,1258000,10.7,70077,405215,301198,103713,445736,409629,1.48,1.1,1.36,3,7,4,True,1577000,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True
245,246,Nonprofit Organization,US,"Cary, NC",424410,100,0,0,0,0,769,110,1237000,925000,234000,13.49,436959,391093,153603,611742,746987,156675,1.4,1.91,1.02,8,8,6,False,1517000,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False
246,247,LLC,US,"Charleston, SC",931190,100,0,0,0,0,814,150,956000,334000,603000,5.32,267647,159337,172065,294411,278839,170344,1.1,1.75,0.99,0,7,3,True,1469000,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True
247,248,LLC,US,"Palmdale, CA",517311,73,27,0,0,0,694,118,411000,597000,1431000,0.07,154795,132377,307605,174918,120463,313757,1.13,0.91,1.02,0,8,10,True,4249000,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
248,249,Sole Proprietorship,US,"Warren, MI",621420,74,26,0,0,0,698,199,423000,1226000,1119000,1.91,249094,413540,412512,318840,624445,437262,1.28,1.51,1.06,2,13,5,False,494000,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False
249,250,S Corporation (S-Corp),US,"North Las Vegas, NV",931340,100,0,0,0,0,690,191,589000,640000,959000,5.91,72428,299063,255447,135440,215325,378061,1.87,0.72,1.48,20,8,9,False,870000,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
250,251,Nonprofit Organization,US,"Columbus, OH",931160,76,24,0,0,0,795,140,1261000,1468000,167000,8.62,274867,343834,69647,313348,333518,107952,1.14,0.97,1.55,8,11,6,True,1935000,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
251,252,S Corporation (S-Corp),US,"Salem, OR",924120,100,0,0,0,0,793,142,273000,704000,1481000,4.94,81901,108349,316318,137593,149521,427029,1.68,1.38,1.35,11,10,7,False,2364000,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False
252,253,LLC,US,"Visalia, CA",311812,100,0,0,0,0,740,104,1130000,1004000,1273000,13.24,259704,55249,280105,132449,78453,378141,0.51,1.42,1.35,5,11,5,True,3926000,False,True,True,True,False,True,False,False,True,False,False,False,False,True,True
253,254,Sole Proprietorship,US,"Jacksonville, FL",523930,34,34,32,0,0,798,101,1079000,1123000,1018000,3.32,484067,317193,391738,682534,513852,685541,1.41,1.62,1.75,10,20,8,False,4513000,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False
254,255,Nonprofit Organization,US,"Murfreesboro, TN",451211,100,0,0,0,0,687,197,1415000,1283000,1455000,2.25,469471,270437,452255,521112,362385,284920,1.11,1.34,0.63,4,10,6,True,2187000,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False
255,256,Nonprofit Organization,US,"Winston-Salem, NC",931430,100,0,0,0,0,799,187,647000,606000,352000,0.03,346395,179656,134926,471097,244332,245565,1.36,1.36,1.82,14,11,11,True,4660000,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
256,257,LLC,US,"Boise, ID",931240,100,0,0,0,0,715,149,644000,554000,1476000,9.65,258586,219358,78032,287030,208390,110805,1.11,0.95,1.42,15,10,11,False,4672000,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True
257,258,Sole Proprietorship,US,"San Bernardino, CA",811310,54,46,0,0,0,832,163,1136000,226000,507000,8.92,499449,172703,51247,689239,210697,70208,1.38,1.22,1.37,13,8,4,True,3033000,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False
258,259,S Corporation (S-Corp),US,"Hollywood, FL",611110,100,0,0,0,0,779,160,1071000,1073000,1268000,13.69,480850,273665,494715,552977,227141,425454,1.15,0.83,0.86,18,18,1,False,3182000,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False
259,260,LLC,US,"Akron, OH",931360,100,0,0,0,0,713,112,305000,385000,413000,1.39,190650,258957,314812,282162,256367,311663,1.48,0.99,0.99,3,9,10,False,3529000,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False
260,261,LLC,US,"Gilbert, AZ",931430,100,0,0,0,0,785,137,292000,860000,1327000,14.57,153901,90473,123886,264709,151089,157335,1.72,1.67,1.27,19,19,11,False,490000,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True
261,262,LLC,US,"Colorado Springs, CO",722511,76,24,0,0,0,677,126,1039000,1196000,1047000,7.75,397289,429925,318969,675391,679281,408280,1.7,1.58,1.28,16,7,9,False,1924000,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
262,263,Sole Proprietorship,US,"Winston-Salem, NC",813410,100,0,0,0,0,684,195,836000,494000,787000,6.59,136022,170869,276318,175468,239216,276318,1.29,1.4,1.0,9,4,14,False,3606000,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False
263,264,LLC,US,"Bridgeport, CT",445110,56,44,0,0,0,676,169,280000,1133000,318000,11.25,227747,402377,136866,193584,358115,119073,0.85,0.89,0.87,10,16,2,False,2493000,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
264,265,S Corporation (S-Corp),US,"Dayton, OH",453310,53,47,0,0,0,610,193,238000,567000,1324000,8.57,67065,131072,473288,86513,212336,558479,1.29,1.62,1.18,4,19,5,False,1796000,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False
265,266,Joint Venture,US,"Lincoln, NE",561720,100,0,0,0,0,797,173,1422000,907000,187000,12.42,143780,154056,108566,168222,171002,146564,1.17,1.11,1.35,2,3,5,False,3921000,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False
266,267,Sole Proprietorship,US,"Tempe, AZ",522110,38,36,26,0,0,580,115,785000,609000,1138000,10.44,342439,430691,296214,434897,413463,299176,1.27,0.96,1.01,2,12,10,False,4678000,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False
267,268,S Corporation (S-Corp),US,"Aurora, CO",453310,51,25,24,0,0,699,143,886000,912000,1117000,5.24,50403,304636,423747,41330,377748,500021,0.82,1.24,1.18,7,17,10,True,1796000,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False
268,269,LLC,US,"Yonkers, NY",931200,39,34,27,0,0,820,174,775000,610000,1083000,0.64,471875,186828,233539,604000,274637,354979,1.28,1.47,1.52,11,20,12,True,1979000,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True
269,270,S Corporation (S-Corp),US,"Henderson, NV",931490,39,21,20,20,0,805,107,461000,1278000,884000,2.88,249221,100121,187901,299065,154186,231118,1.2,1.54,1.23,12,0,14,True,3410000,False,True,False,True,True,False,True,True,True,False,True,False,True,True,False
270,271,S Corporation (S-Corp),US,"Chula Vista, CA",812112,53,47,0,0,0,791,168,1128000,690000,833000,3.23,88873,205326,422262,95094,252550,354700,1.07,1.23,0.84,19,16,5,False,1440000,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False
271,272,Sole Proprietorship,US,"San Diego, CA",931340,100,0,0,0,0,719,194,702000,433000,1202000,1.99,317196,271344,235213,241068,374454,366932,0.76,1.38,1.56,9,12,1,True,896000,False,True,False,False,True,True,False,True,True,False,True,False,False,True,True
272,273,Sole Proprietorship,US,"Alexandria, VA",561990,55,45,0,0,0,825,180,683000,337000,437000,0.4,277021,158411,121670,252089,258209,212922,0.91,1.63,1.75,4,0,13,True,3313000,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False
273,274,LLC,US,"Grand Rapids, MI",488510,100,0,0,0,0,739,187,333000,1332000,794000,6.64,210495,276788,289834,244174,345985,428954,1.16,1.25,1.48,9,12,7,True,1758000,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True
274,275,S Corporation (S-Corp),US,"Fort Wayne, IN",922140,100,0,0,0,0,836,147,626000,1373000,449000,7.05,110076,237097,299149,171718,441000,403851,1.56,1.86,1.35,11,15,1,True,4262000,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False
275,276,Sole Proprietorship,US,"Midland, TX",621210,100,0,0,0,0,752,190,1280000,1319000,1173000,8.8,277879,309963,217004,327897,461844,329846,1.18,1.49,1.52,11,7,11,False,769000,False,True,True,True,False,True,True,True,False,False,False,False,False,True,True
276,277,Partnership,US,"Buffalo, NY",812112,100,0,0,0,0,717,135,308000,681000,215000,6.11,140772,435121,91587,147810,439472,65942,1.05,1.01,0.72,16,9,7,True,4059000,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True
277,278,Sole Proprietorship,US,"Madison, WI",931380,100,0,0,0,0,799,196,814000,580000,459000,10.06,126738,84362,220304,139411,116419,235725,1.1,1.38,1.07,7,17,4,True,1502000,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False
278,279,Sole Proprietorship,US,"Lincoln, NE",561730,100,0,0,0,0,787,160,1060000,1153000,895000,8.75,307365,183330,434451,319659,197996,690777,1.04,1.08,1.59,2,16,14,False,4131000,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True
279,280,LLC,US,"Santa Rosa, CA",541611,50,50,0,0,0,800,130,833000,354000,1472000,4.87,125031,167157,130938,221304,229005,185931,1.77,1.37,1.42,1,12,1,True,2731000,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False
280,281,LLC,US,"Cape Coral, FL",491110,100,0,0,0,0,721,165,334000,220000,1097000,9.44,189202,120645,306057,198662,154425,351965,1.05,1.28,1.15,6,19,5,False,667000,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True
281,282,Sole Proprietorship,US,"Phoenix, AZ",561730,55,45,0,0,0,826,125,510000,1401000,750000,12.38,353506,254373,297719,346435,244198,303673,0.98,0.96,1.02,20,11,8,True,1731000,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False
282,283,Sole Proprietorship,US,"Tallahassee, FL",931240,100,0,0,0,0,664,195,600000,337000,1312000,6.81,196098,228890,392519,196098,292979,608404,1.0,1.28,1.55,13,10,9,False,2497000,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False
283,284,Sole Proprietorship,US,"Albuquerque, NM",531110,75,25,0,0,0,818,150,1280000,1045000,697000,13.6,74657,170342,376840,117211,201003,384376,1.57,1.18,1.02,0,14,12,True,3879000,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False
284,285,LLC,US,"Dallas, TX",453920,54,46,0,0,0,805,129,233000,835000,1178000,6.59,231275,240963,284839,205834,351805,361745,0.89,1.46,1.27,5,2,12,True,1966000,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True
285,286,S Corporation (S-Corp),US,"Naperville, IL",931130,47,33,20,0,0,769,136,1069000,255000,727000,0.41,443498,162133,191839,399148,218879,153471,0.9,1.35,0.8,7,15,4,True,3248000,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False
286,287,Sole Proprietorship,US,"Springfield, MO",532111,36,33,31,0,0,692,188,1473000,1257000,1220000,5.1,458744,131824,62357,701878,162143,115984,1.53,1.23,1.86,11,4,3,False,4190000,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True
287,288,Sole Proprietorship,US,"Fayetteville, NC",921130,50,50,0,0,0,419,267,491000,268000,376000,9.94,260615,121118,84988,471713,165931,102835,1.81,1.37,1.21,8,18,1,True,2223000,False,True,True,False,False,True,True,True,True,True,True,False,False,False,True
288,289,S Corporation (S-Corp),US,"Seattle, WA",561720,100,0,0,0,0,659,137,893000,1013000,1310000,11.63,317588,390838,411993,517668,629249,527351,1.63,1.61,1.28,17,18,7,False,2382000,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False
289,290,S Corporation (S-Corp),US,"Garland, TX",488510,100,0,0,0,0,764,124,925000,1076000,1433000,6.32,475749,430602,89521,689836,585618,115482,1.45,1.36,1.29,2,8,4,True,3571000,False,True,True,True,False,False,True,False,True,True,False,True,True,True,True
290,291,S Corporation (S-Corp),US,"Gilbert, AZ",711130,100,0,0,0,0,673,161,1357000,772000,680000,3.47,358979,153541,261202,218977,121297,336950,0.61,0.79,1.29,3,16,13,True,1902000,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True
291,292,Sole Proprietorship,US,"Fremont, CA",931250,100,0,0,0,0,302,117,559000,1426000,882000,7.25,416675,355222,61948,325006,458236,80532,0.78,1.29,1.3,14,17,1,False,4785000,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
292,293,LLC,US,"Louisville, KY",523930,59,41,0,0,0,727,104,824000,1373000,729000,10.41,280893,379211,330412,396059,417132,485705,1.41,1.1,1.47,13,10,11,False,3995000,False,True,False,True,False,False,True,False,True,True,True,True,True,True,False
293,294,Nonprofit Organization,US,"Midland, TX",621420,100,0,0,0,0,736,119,243000,373000,168000,9.5,96471,82897,97012,111906,111910,83430,1.16,1.35,0.86,19,1,7,False,4786000,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True
294,295,S Corporation (S-Corp),US,"Tucson, AZ",931210,59,41,0,0,0,745,133,1277000,756000,240000,14.02,370249,72548,84068,444298,108096,137871,1.2,1.49,1.64,13,14,11,True,754000,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
295,296,LLC,US,"Joliet, IL",445110,62,38,0,0,0,726,167,924000,1435000,247000,0.09,174857,348671,97885,174857,484652,127250,1.0,1.39,1.3,18,13,4,True,896000,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False
296,297,LLC,US,"Corpus Christi, TX",931230,44,31,25,0,0,840,176,457000,427000,905000,8.75,242036,136238,321460,297704,147137,408254,1.23,1.08,1.27,13,12,11,False,4038000,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True
297,298,LLC,US,"Jersey City, NJ",522110,100,0,0,0,0,821,132,762000,1305000,1358000,11.07,271390,385112,314016,249678,600774,386239,0.92,1.56,1.23,5,11,8,True,2309000,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
298,299,Sole Proprietorship,US,"Corona, CA",931200,59,21,20,0,0,820,164,344000,1313000,878000,5.44,165431,188309,117727,269652,173244,143626,1.63,0.92,1.22,3,2,11,True,4384000,False,True,True,True,True,False,False,False,False,True,True,True,True,False,True
299,300,Sole Proprietorship,US,"Cedar Rapids, IA",922140,100,0,0,0,0,758,131,777000,269000,1455000,8.97,224147,133917,388512,277942,148647,536146,1.24,1.11,1.38,8,9,6,True,1496000,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False
300,301,Sole Proprietorship,US,"Fresno, CA",722320,58,42,0,0,0,666,178,694000,1439000,624000,10.45,417418,294829,158980,417418,365587,176467,1.0,1.24,1.11,5,12,4,True,1071000,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
301,302,LLC,US,"Durham, NC",712190,100,0,0,0,0,757,176,317000,1394000,1277000,3.99,122739,281104,310985,158333,303592,286106,1.29,1.08,0.92,15,3,11,False,3467000,False,True,True,False,True,True,True,True,False,False,False,True,False,False,True
302,303,Sole Proprietorship,US,"Denton, TX",531210,100,0,0,0,0,832,113,1281000,1043000,562000,11.58,474763,424661,161373,678911,433154,216239,1.43,1.02,1.34,12,17,14,True,2411000,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
303,304,S Corporation (S-Corp),US,"San Bernardino, CA",441110,100,0,0,0,0,624,111,382000,1250000,260000,14.19,88402,451654,101260,104314,555534,46579,1.18,1.23,0.46,16,5,9,False,1697000,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
304,305,S Corporation (S-Corp),US,"Dallas, TX",453920,100,0,0,0,0,731,197,465000,935000,1284000,5.78,138329,82897,84646,197810,58027,75334,1.43,0.7,0.89,18,14,14,True,4377000,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True
305,306,S Corporation (S-Corp),US,"Chicago, IL",448310,100,0,0,0,0,730,189,611000,581000,1054000,0.9,163281,121285,189041,318397,122497,264657,1.95,1.01,1.4,17,15,8,False,1173000,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False
306,307,S Corporation (S-Corp),US,"Tampa, FL",931550,100,0,0,0,0,674,179,621000,907000,521000,0.15,224595,246315,69000,289727,246315,70380,1.29,1.0,1.02,4,12,12,False,1333000,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
307,308,S Corporation (S-Corp),US,"Salinas, CA",611420,33,24,22,21,0,702,179,356000,1366000,1396000,8.95,104634,266689,284576,104634,296024,281730,1.0,1.11,0.99,19,8,14,False,498000,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False
308,309,LLC,US,"Frisco, TX",711510,100,0,0,0,0,820,170,1108000,716000,1462000,11.91,278154,197783,283621,305969,270962,368707,1.1,1.37,1.3,10,5,7,True,3304000,False,True,False,True,False,False,False,True,True,True,False,False,True,False,True
309,310,Sole Proprietorship,US,"Los Angeles, CA",443142,100,0,0,0,0,794,191,464000,389000,238000,6.69,490528,190873,91018,392422,223321,112862,0.8,1.17,1.24,5,6,6,False,3334000,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True
310,311,S Corporation (S-Corp),US,"Orange, CA",621391,100,0,0,0,0,743,172,1232000,1124000,267000,7.26,102139,133595,173782,150144,240471,203324,1.47,1.8,1.17,14,4,2,False,4434000,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
311,312,Sole Proprietorship,US,"Garland, TX",713210,100,0,0,0,0,796,124,522000,243000,1293000,10.0,166083,56802,381884,132866,64186,416253,0.8,1.13,1.09,13,9,1,False,3308000,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True
312,313,Partnership,US,"Corona, CA",561720,100,0,0,0,0,703,156,668000,150000,485000,9.74,214063,110314,306550,231188,105901,407711,1.08,0.96,1.33,18,1,5,False,4257000,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False
313,314,LLC,US,"Providence, RI",611110,100,0,0,0,0,769,137,881000,382000,916000,4.08,373635,163172,58375,594079,202333,79390,1.59,1.24,1.36,3,18,10,True,3634000,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False
314,315,LLC,US,"Joliet, IL",337110,72,28,0,0,0,692,127,502000,357000,426000,6.75,94365,83922,253872,107576,87278,281797,1.14,1.04,1.11,10,20,13,False,5021000,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True
